id,name,rating,userRatingCount,websiteUri,formattedAddress,latitude,longitude
"ChIJH-Sj5OK0RIYRjC-_RrNEotk","Bouldin Creek Cafe","4.7","4704","http://bouldincreekcafe.com/","1900 S 1st St, Austin, TX 78704, USA","30.246497100000003","-97.7567785"
"ChIJf4kFMPu0RIYR96Fyje5TjLs","Magnolia Cafe","4.5","7085","http://magnoliacafeaustin.com/","1920 S Congress Ave, Austin, TX 78704, USA","30.244456499999995","-97.7519537"
"ChIJ18sUiDa1RIYRyhyP76NeCE0","Proud Mary Coffee","4.5","780","http://proudmarycoffee.com/","2043 S Lamar Blvd, Austin, TX 78704, USA","30.248310599999996","-97.76940700000002"
"ChIJi8__nx-1RIYR56djED9FLLE","Odd Duck","4.7","3595","http://oddduckaustin.com/","1201 S Lamar Blvd, Austin, TX 78704, USA","30.254672000000003","-97.762051"
"ChIJz2Whyx61RIYR7mCeZje-QWw","Uchi Austin","4.6","3382","https://uchi.uchirestaurants.com/location/austin/","801 S Lamar Blvd, Austin, TX 78704, USA","30.257539199999997","-97.7597958"
"ChIJQ-4cwEO1RIYRp6mQ6Mi776M","Fresa's - South First","4.4","2247","http://www.fresaschicken.com/","1703 S 1st St, Austin, TX 78704, USA","30.2477798","-97.75503239999999"
"ChIJWyfc5uK0RIYRq5-s4p2EOkc","Elizabeth Street Café","4.3","2544","http://elizabethstreetcafe.com/","1501 S 1st St, Austin, TX 78704, USA","30.249804799999996","-97.7546787"
"ChIJAysW9qe1RIYRnKIB5zCoa2E","Bouldin Acres","4.5","1172","http://bouldinacres.com/","2027 S Lamar Blvd, Austin, TX 78704, USA","30.2482149","-97.76864479999999"
"ChIJZSqCDhu1RIYRx1iRoCvCOsA","Terry Black's Barbecue","4.7","24072","https://terryblacksbbq.com/austin","1003 Barton Springs Rd, Austin, TX 78704, USA","30.2597015","-97.75482339999999"
"ChIJ_6fT_6i1RIYRkQNSGuLZsLA","Fairmont Austin","4.5","6688","https://www.fairmont.com/austin/?goto=fiche_hotel&code_hotel=A7Z4&merchantid=seo-maps-US-A7Z4&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps","101 Red River St, Austin, TX 78701, USA","30.262079000000004","-97.738217"
"ChIJDfhk1ja1RIYR3NIISvjn88k","Aba Austin","4.7","6831","https://www.abarestaurants.com/austin/","1011 S Congress Ave Bldg 2 Suite 180, Austin, TX 78704, USA","30.253315399999995","-97.74802439999999"
"ChIJS5e6G7a1RIYRxVd0-HJFtRs","1618 Asian Fusion","4.8","5597","https://1618asianfusion.com/","1618 E Riverside Dr, Austin, TX 78741, USA","30.245402600000002","-97.7304691"
"ChIJo0TKtEW0RIYRDZjH9rvU1QA","Raising Cane's Chicken Fingers","4.4","3316","https://locations.raisingcanes.com/tx/austin/2109-east-riverside-dr.","2109 E Riverside Dr, Austin, TX 78741, USA","30.2395893","-97.72695089999999"
"ChIJrWlIEea1RIYRdLjavaYqIdM","Two Hands","4.4","901","https://www.twohandshospitality.com/location/austin/","1011 S Congress Ave Suite 170, Austin, TX 78704, USA","30.2534769","-97.74788769999999"
"ChIJ20zQ16u1RIYRHXxs8v4BacY","Banger's Sausage House & Beer Garden","4.5","7180","http://www.bangersaustin.com/","79 Rainey St, Austin, TX 78701, USA","30.258951099999997","-97.7385214"
"ChIJz50W9ge1RIYR_zs2KnEZIbs","Gus’s World Famous Fried Chicken","4.6","5806","http://gusfriedchicken.com/austin-texas-location/","117 San Jacinto Blvd, Austin, TX 78701, USA","30.263479900000004","-97.741745"
"ChIJeR5RmGC1RIYRKkkzoEoDs-0","Cosmic Saltillo","4.5","752","http://cosmicsaltillo.com/","1300 E 4th St, Austin, TX 78702, USA","30.262333199999997","-97.73017829999999"
"ChIJYzTW7YK1RIYRCW0QG4_Eik4","De Nada Cantina","4.6","2486","https://denadacantina.com/","4715 E Cesar Chavez St, Austin, TX 78702, USA","30.251414500000003","-97.7022034"
"ChIJIR1tw661RIYRUgfHust5Vv0","la Barbecue","4.4","3414","http://www.labarbecue.com/","2401 E Cesar Chavez St, Austin, TX 78702, USA","30.254482199999998","-97.717612"
"ChIJVVVlryu0RIYRUtTow1H3t8E","Central Machine Works","4.4","758","http://cmwbrewery.com/","4824 E Cesar Chavez St, Austin, TX 78702, USA","30.252028700000004","-97.7015718"
"ChIJe183tCW1RIYRegUwl5jCcx0","Desnudo Coffee: East Austin","4.8","826","http://www.desnudocoffee.com/","2505 Webberville Rd, Austin, TX 78702, USA","30.2630986","-97.7137874"
"ChIJAQBE-7a1RIYRcZNYsxWYIUg","Suerte","4.6","2988","https://www.suerteatx.com/","1800 E 6th St, Austin, TX 78702, USA","30.2622778","-97.7232758"
"ChIJlZhRW7a1RIYR5xxRXpc_6tM","Lazarus Brewing Co. East 6th","4.7","2424","http://www.lazarusbrewing.com/","1902 E 6th St, Austin, TX 78702, USA","30.261739799999997","-97.7220019"
"ChIJC5k9QO-1RIYRiNYXYcYTUFQ","Ramen Tatsu-Ya","4.5","2597","http://ramen-tatsuya.com/","1600 E 6th St, Austin, TX 78702, USA","30.263177100000004","-97.7262734"
"ChIJQwHkAku0RIYR-lvYDf4FijU","Launderette","4.6","2167","https://launderetteaustin.com/","2115 Holly St, Austin, TX 78702, USA","30.251890199999995","-97.7227868"
"ChIJu94Vu8q1RIYRI36mVrMr-IY","Juan in a Million","4.5","5901","http://juaninamillion.com/","2300 E Cesar Chavez St, Austin, TX 78702, USA","30.255353699999993","-97.71906580000001"
"ChIJ-1Dq-oO1RIYR42YFpdDDSAc","Chalmers Austin","4.1","233","https://www.chalmersaustin.com/","1700 E Cesar Chavez St, Austin, TX 78702, USA","30.2578422","-97.7263306"
"ChIJI8KMh8-1RIYRPu5Uf7wbhes","La La Land","4.2","304","https://lalalandkindcafe.com/pages/s-congress-austin","1400 S Congress Ave Ste A102, Austin, TX 78704, USA","30.2496783","-97.7498497"
"ChIJiTXrX2G1RIYRwMqfb50ntjE","Canje","4.6","1342","https://canjeatx.com/","1914 E 6th St ste c, Austin, TX 78702, USA","30.2616642","-97.72142710000001"
"ChIJv044BRK3RIYRqE8F15USL4k","OMG Squee","4.6","1194","http://squeeclub.com/","4607 Bolm Rd Suite A, Austin, TX 78702, USA","30.2611071","-97.69782479999999"
"ChIJMeTR8eq3RIYRUW0daGjq6nU","Cabana Club","4.6","199","http://cabanaclubaustin.com/","5012 E 7th St, Austin, TX 78702, USA","30.2542908","-97.6978561"
"ChIJD0B3uSu0RIYRjyLH4OTZI2k","Sawyer & Co","4.5","2916","https://www.sawyerand.co/","4827 E Cesar Chavez St, Austin, TX 78702, USA","30.2513819","-97.7018004"
